id_categoria,nombre_categoria,id_electrodomestico,nombre_electrodomestico,id_marca,nombre_marca,id_modelo,nombre_modelo,año_fabricacion,descripcion,voltaje,potencia
C02,limpieza,E00159,Hidrolavadora,M00159,Karcher,MD0159,K4 Full Control,2020,"Hidrolavadora marca Karcher modelo K4 Full Control, eficiente y de uso doméstico.",220,1390
C02,limpieza,E00160,Secadora,M00160,Whirlpool,MD0160,WED4815EW,2019,"Secadora marca Whirlpool modelo WED4815EW, eficiente y de uso doméstico.",220,2336
C02,limpieza,E00161,Lavavajillas,M00161,Mabe,MD0161,LP8000WG,2021,"Lavavajillas marca Mabe modelo LP8000WG, eficiente y de uso doméstico.",220,2103
C02,limpieza,E00162,Plancha,M00162,Rowenta,MD0162,DW5080,2019,"Plancha marca Rowenta modelo DW5080, eficiente y de uso doméstico.",127,1177
C02,limpieza,E00163,Aspiradora,M00163,Miele,MD0163,Classic C1,2021,"Aspiradora marca Miele modelo Classic C1, eficiente y de uso doméstico.",120,1304
C02,limpieza,E00164,Aspiradora,M00164,Dyson,MD0164,V15 Detect,2020,"Aspiradora marca Dyson modelo V15 Detect, eficiente y de uso doméstico.",220,1944
C02,limpieza,E00165,Lavadora,M00165,LG,MD0165,F4J6VY2W,2023,"Lavadora marca LG modelo F4J6VY2W, eficiente y de uso doméstico.",240,1832
C02,limpieza,E00166,Lavavajillas,M00166,Bosch,MD0166,SPS2HKW58E,2016,"Lavavajillas marca Bosch modelo SPS2HKW58E, eficiente y de uso doméstico.",127,1897
C02,limpieza,E00167,Lavavajillas,M00167,Whirlpool,MD0167,WDF330PAHW,2025,"Lavavajillas marca Whirlpool modelo WDF330PAHW, eficiente y de uso doméstico.",240,2242
C02,limpieza,E00168,Vaporeta,M00168,Bissell,MD0168,PowerFresh 1940,2021,"Vaporeta marca Bissell modelo PowerFresh 1940, eficiente y de uso doméstico.",220,1738
C02,limpieza,E00169,Lavavajillas,M00169,Bosch,MD0169,Serie 4 SMS46KW02E,2025,"Lavavajillas marca Bosch modelo Serie 4 SMS46KW02E, eficiente y de uso doméstico.",240,1429
C02,limpieza,E00170,Vaporeta,M00170,Polti,MD0170,Vaporella,2024,"Vaporeta marca Polti modelo Vaporella, eficiente y de uso doméstico.",240,1345
C02,limpieza,E00171,Secadora,M00171,Bosch,MD0171,Serie 4 WTG86400UC,2019,"Secadora marca Bosch modelo Serie 4 WTG86400UC, eficiente y de uso doméstico.",220,1726
C02,limpieza,E00172,Secadora,M00172,Whirlpool,MD0172,WED4815EW,2019,"Secadora marca Whirlpool modelo WED4815EW, eficiente y de uso doméstico.",240,3141
C02,limpieza,E00173,Lavavajillas,M00173,GE,MD0173,GDT665SSNSS,2022,"Lavavajillas marca GE modelo GDT665SSNSS, eficiente y de uso doméstico.",120,1732
C02,limpieza,E00174,Plancha,M00174,Oster,MD0174,GCSTBS5802,2019,"Plancha marca Oster modelo GCSTBS5802, eficiente y de uso doméstico.",127,2011
C02,limpieza,E00175,Hidrolavadora,M00175,Karcher,MD0175,K4 Full Control,2019,"Hidrolavadora marca Karcher modelo K4 Full Control, eficiente y de uso doméstico.",240,2012
C02,limpieza,E00176,Plancha,M00176,Philips,MD0176,GC5039/30,2024,"Plancha marca Philips modelo GC5039/30, eficiente y de uso doméstico.",220,1625
C02,limpieza,E00177,Plancha,M00177,Philips,MD0177,GC5039/30,2017,"Plancha marca Philips modelo GC5039/30, eficiente y de uso doméstico.",120,1941
C02,limpieza,E00178,Secadora,M00178,Whirlpool,MD0178,WED4815EW,2019,"Secadora marca Whirlpool modelo WED4815EW, eficiente y de uso doméstico.",240,631
C02,limpieza,E00179,Plancha,M00179,Black+Decker,MD0179,D3030,2015,"Plancha marca Black+Decker modelo D3030, eficiente y de uso doméstico.",240,2217
C02,limpieza,E00180,Lavavajillas,M00180,GE,MD0180,GDT665SSNSS,2017,"Lavavajillas marca GE modelo GDT665SSNSS, eficiente y de uso doméstico.",127,1475
C02,limpieza,E00181,Aspiradora,M00181,Roborock,MD0181,S7,2023,"Aspiradora marca Roborock modelo S7, eficiente y de uso doméstico.",220,151
C02,limpieza,E00182,Hidrolavadora,M00182,Karcher,MD0182,K4 Full Control,2023,"Hidrolavadora marca Karcher modelo K4 Full Control, eficiente y de uso doméstico.",220,1789
C02,limpieza,E00183,Lavavajillas,M00183,Bosch,MD0183,Serie 4 SMS46KW02E,2021,"Lavavajillas marca Bosch modelo Serie 4 SMS46KW02E, eficiente y de uso doméstico.",120,1678
C02,limpieza,E00184,Plancha,M00184,Black+Decker,MD0184,D3030,2016,"Plancha marca Black+Decker modelo D3030, eficiente y de uso doméstico.",240,1011
C02,limpieza,E00185,Vaporeta,M00185,Polti,MD0185,Vaporella,2022,"Vaporeta marca Polti modelo Vaporella, eficiente y de uso doméstico.",120,1012
C02,limpieza,E00186,Plancha,M00186,Philips,MD0186,GC5039/30,2017,"Plancha marca Philips modelo GC5039/30, eficiente y de uso doméstico.",220,2775
C02,limpieza,E00187,Lavadora,M00187,Bosch,MD0187,Serie 6 WAU28PH9ES,2023,"Lavadora marca Bosch modelo Serie 6 WAU28PH9ES, eficiente y de uso doméstico.",220,976
C02,limpieza,E00188,Aspiradora,M00188,iRobot,MD0188,Roomba s9,2022,"Aspiradora marca iRobot modelo Roomba s9, eficiente y de uso doméstico.",240,432
C02,limpieza,E00189,Plancha,M00189,Philips,MD0189,GC5039/30,2023,"Plancha marca Philips modelo GC5039/30, eficiente y de uso doméstico.",120,1980
C02,limpieza,E00190,Vaporeta,M00190,Polti,MD0190,Vaporella,2022,"Vaporeta marca Polti modelo Vaporella, eficiente y de uso doméstico.",220,1189
C02,limpieza,E00191,Plancha,M00191,Oster,MD0191,GCSTBS5802,2022,"Plancha marca Oster modelo GCSTBS5802, eficiente y de uso doméstico.",120,2850
C02,limpieza,E00192,Aspiradora,M00192,Hoover,MD0192,WindTunnel 2 UH72630,2024,"Aspiradora marca Hoover modelo WindTunnel 2 UH72630, eficiente y de uso doméstico.",240,884
C02,limpieza,E00193,Secadora,M00193,Samsung,MD0193,DV42H5000EW,2024,"Secadora marca Samsung modelo DV42H5000EW, eficiente y de uso doméstico.",127,4584
C02,limpieza,E00194,Vaporeta,M00194,Polti,MD0194,Vaporella,2025,"Vaporeta marca Polti modelo Vaporella, eficiente y de uso doméstico.",120,1225
C02,limpieza,E00195,Hidrolavadora,M00195,Karcher,MD0195,K4 Full Control,2018,"Hidrolavadora marca Karcher modelo K4 Full Control, eficiente y de uso doméstico.",120,2399
C02,limpieza,E00196,Lavavajillas,M00196,Bosch,MD0196,SPS2HKW58E,2015,"Lavavajillas marca Bosch modelo SPS2HKW58E, eficiente y de uso doméstico.",120,2073
C02,limpieza,E00197,Lavadora,M00197,Samsung,MD0197,WA50R5400AV,2024,"Lavadora marca Samsung modelo WA50R5400AV, eficiente y de uso doméstico.",127,942
C02,limpieza,E00198,Hidrolavadora,M00198,Bosch,MD0198,EasyAquatak 120,2017,"Hidrolavadora marca Bosch modelo EasyAquatak 120, eficiente y de uso doméstico.",240,2028
C02,limpieza,E00199,Aspiradora,M00199,Dyson,MD0199,V15 Detect,2017,"Aspiradora marca Dyson modelo V15 Detect, eficiente y de uso doméstico.",220,430
C02,limpieza,E00200,Aspiradora,M00200,Xiaomi,MD0200,Mi Handheld Vacuum,2018,"Aspiradora marca Xiaomi modelo Mi Handheld Vacuum, eficiente y de uso doméstico.",220,645
C02,limpieza,E00201,Secadora,M00201,Whirlpool,MD0201,WED4815EW,2020,"Secadora marca Whirlpool modelo WED4815EW, eficiente y de uso doméstico.",127,3564
C02,limpieza,E00202,Secadora,M00202,Bosch,MD0202,Serie 4 WTG86400UC,2018,"Secadora marca Bosch modelo Serie 4 WTG86400UC, eficiente y de uso doméstico.",240,781
C02,limpieza,E00203,Vaporeta,M00203,Karcher,MD0203,SC 3,2019,"Vaporeta marca Karcher modelo SC 3, eficiente y de uso doméstico.",127,1431
C02,limpieza,E00204,Vaporeta,M00204,Polti,MD0204,Vaporella,2025,"Vaporeta marca Polti modelo Vaporella, eficiente y de uso doméstico.",220,1631
C02,limpieza,E00205,Secadora,M00205,Samsung,MD0205,DV42H5000EW,2025,"Secadora marca Samsung modelo DV42H5000EW, eficiente y de uso doméstico.",240,2255
C02,limpieza,E00206,Lavadora,M00206,Maytag,MD0206,MVWC565FW,2015,"Lavadora marca Maytag modelo MVWC565FW, eficiente y de uso doméstico.",220,1564
C02,limpieza,E00207,Lavadora,M00207,LG,MD0207,F4J6VY2W,2017,"Lavadora marca LG modelo F4J6VY2W, eficiente y de uso doméstico.",240,512
C02,limpieza,E00208,Plancha,M00208,Oster,MD0208,GCSTBS5802,2021,"Plancha marca Oster modelo GCSTBS5802, eficiente y de uso doméstico.",120,1599
C02,limpieza,E00209,Aspiradora,M00209,Hoover,MD0209,WindTunnel 2 UH72630,2018,"Aspiradora marca Hoover modelo WindTunnel 2 UH72630, eficiente y de uso doméstico.",220,599
C02,limpieza,E00210,Secadora,M00210,Whirlpool,MD0210,WED4815EW,2016,"Secadora marca Whirlpool modelo WED4815EW, eficiente y de uso doméstico.",120,2513
C02,limpieza,E00211,Lavadora,M00211,Whirlpool,MD0211,WTW5000DW,2022,"Lavadora marca Whirlpool modelo WTW5000DW, eficiente y de uso doméstico.",220,916
C02,limpieza,E00212,Lavavajillas,M00212,GE,MD0212,GDT665SSNSS,2025,"Lavavajillas marca GE modelo GDT665SSNSS, eficiente y de uso doméstico.",240,2385
C02,limpieza,E00213,Hidrolavadora,M00213,Karcher,MD0213,K4 Full Control,2018,"Hidrolavadora marca Karcher modelo K4 Full Control, eficiente y de uso doméstico.",127,1561
C02,limpieza,E00214,Lavadora,M00214,Samsung,MD0214,WA50R5400AV,2024,"Lavadora marca Samsung modelo WA50R5400AV, eficiente y de uso doméstico.",120,1973
C02,limpieza,E00215,Vaporeta,M00215,Polti,MD0215,Vaporella,2016,"Vaporeta marca Polti modelo Vaporella, eficiente y de uso doméstico.",120,1976
C02,limpieza,E00216,Lavavajillas,M00216,GE,MD0216,GDT665SSNSS,2020,"Lavavajillas marca GE modelo GDT665SSNSS, eficiente y de uso doméstico.",127,1961
C02,limpieza,E00217,Lavadora,M00217,LG,MD0217,F4J6VY2W,2025,"Lavadora marca LG modelo F4J6VY2W, eficiente y de uso doméstico.",120,889
C02,limpieza,E00218,Lavadora,M00218,Samsung,MD0218,WA50R5400AV,2019,"Lavadora marca Samsung modelo WA50R5400AV, eficiente y de uso doméstico.",127,1699
C02,limpieza,E00219,Hidrolavadora,M00219,Karcher,MD0219,K4 Full Control,2025,"Hidrolavadora marca Karcher modelo K4 Full Control, eficiente y de uso doméstico.",120,1606
C02,limpieza,E00220,Plancha,M00220,Black+Decker,MD0220,D3030,2021,"Plancha marca Black+Decker modelo D3030, eficiente y de uso doméstico.",220,2308
C01,cocina,E00221,Licuadora,M00221,Black+Decker,MD0221,Crush Master BL2010BP,2017,"Licuadora marca Black+Decker modelo Crush Master BL2010BP, ideal para cocina doméstica.",120,564
C01,cocina,E00222,Licuadora,M00222,Hamilton Beach,MD0222,Power Elite 58148A,2018,"Licuadora marca Hamilton Beach modelo Power Elite 58148A, ideal para cocina doméstica.",120,202
C01,cocina,E00223,Horno Electrico,M00223,Hamilton Beach,MD0223,31103DA,2020,"Horno Electrico marca Hamilton Beach modelo 31103DA, ideal para cocina doméstica.",120,2491
C01,cocina,E00224,Cafetera,M00224,Hamilton Beach,MD0224,FlexBrew 49976,2015,"Cafetera marca Hamilton Beach modelo FlexBrew 49976, ideal para cocina doméstica.",240,1033
C01,cocina,E00225,Cafetera,M00225,DeLonghi,MD0225,Magnifica ESAM3300,2020,"Cafetera marca DeLonghi modelo Magnifica ESAM3300, ideal para cocina doméstica.",127,1327
C01,cocina,E00226,Refrigerador,M00226,Bosch,MD0226,Serie 6 KGN36XI3P,2023,"Refrigerador marca Bosch modelo Serie 6 KGN36XI3P, ideal para cocina doméstica.",240,306
C01,cocina,E00227,Cafetera,M00227,Hamilton Beach,MD0227,FlexBrew 49976,2015,"Cafetera marca Hamilton Beach modelo FlexBrew 49976, ideal para cocina doméstica.",127,1046
C01,cocina,E00228,Licuadora,M00228,Philips,MD0228,HR3652/00 Avance,2022,"Licuadora marca Philips modelo HR3652/00 Avance, ideal para cocina doméstica.",120,887
C01,cocina,E00229,Horno Electrico,M00229,Cuisinart,MD0229,TOB-260N1,2023,"Horno Electrico marca Cuisinart modelo TOB-260N1, ideal para cocina doméstica.",127,1284
C01,cocina,E00230,Microondas,M00230,Whirlpool,MD0230,WMH31017HS,2020,"Microondas marca Whirlpool modelo WMH31017HS, ideal para cocina doméstica.",127,1044
C01,cocina,E00231,Licuadora,M00231,Oster,MD0231,Classic BLST4655,2022,"Licuadora marca Oster modelo Classic BLST4655, ideal para cocina doméstica.",220,835
C01,cocina,E00232,Tostadora,M00232,Hamilton Beach,MD0232,22796,2023,"Tostadora marca Hamilton Beach modelo 22796, ideal para cocina doméstica.",220,1130
C01,cocina,E00233,Licuadora,M00233,Black+Decker,MD0233,Crush Master BL2010BP,2023,"Licuadora marca Black+Decker modelo Crush Master BL2010BP, ideal para cocina doméstica.",120,1146
C01,cocina,E00234,Refrigerador,M00234,Samsung,MD0234,Family Hub RF28R7551SR,2016,"Refrigerador marca Samsung modelo Family Hub RF28R7551SR, ideal para cocina doméstica.",220,213
C01,cocina,E00235,Cafetera,M00235,Hamilton Beach,MD0235,FlexBrew 49976,2015,"Cafetera marca Hamilton Beach modelo FlexBrew 49976, ideal para cocina doméstica.",127,1287
C01,cocina,E00236,Cafetera,M00236,DeLonghi,MD0236,Magnifica ESAM3300,2016,"Cafetera marca DeLonghi modelo Magnifica ESAM3300, ideal para cocina doméstica.",220,1186
C01,cocina,E00237,Horno Electrico,M00237,Cuisinart,MD0237,TOB-260N1,2022,"Horno Electrico marca Cuisinart modelo TOB-260N1, ideal para cocina doméstica.",240,2388
C01,cocina,E00238,Horno Electrico,M00238,Black+Decker,MD0238,TO3250XSB,2023,"Horno Electrico marca Black+Decker modelo TO3250XSB, ideal para cocina doméstica.",240,1708
C01,cocina,E00239,Cafetera,M00239,Mr. Coffee,MD0239,12-Cup Coffee Maker,2019,"Cafetera marca Mr. Coffee modelo 12-Cup Coffee Maker, ideal para cocina doméstica.",240,883
C01,cocina,E00240,Tostadora,M00240,Hamilton Beach,MD0240,22796,2017,"Tostadora marca Hamilton Beach modelo 22796, ideal para cocina doméstica.",220,1373
C01,cocina,E00241,Licuadora,M00241,Hamilton Beach,MD0241,Power Elite 58148A,2015,"Licuadora marca Hamilton Beach modelo Power Elite 58148A, ideal para cocina doméstica.",240,896
C01,cocina,E00242,Microondas,M00242,Daewoo,MD0242,KOR-7LREM,2019,"Microondas marca Daewoo modelo KOR-7LREM, ideal para cocina doméstica.",240,1186
C01,cocina,E00243,Tostadora,M00243,Oster,MD0243,TSSTTRJB30R,2017,"Tostadora marca Oster modelo TSSTTRJB30R, ideal para cocina doméstica.",240,777
C01,cocina,E00244,Horno Electrico,M00244,Cuisinart,MD0244,TOB-260N1,2016,"Horno Electrico marca Cuisinart modelo TOB-260N1, ideal para cocina doméstica.",127,2124
C01,cocina,E00245,Tostadora,M00245,Hamilton Beach,MD0245,22796,2024,"Tostadora marca Hamilton Beach modelo 22796, ideal para cocina doméstica.",240,837
C01,cocina,E00246,Licuadora,M00246,Philips,MD0246,HR3652/00 Avance,2017,"Licuadora marca Philips modelo HR3652/00 Avance, ideal para cocina doméstica.",240,406
C01,cocina,E00247,Horno Electrico,M00247,Black+Decker,MD0247,TO3250XSB,2018,"Horno Electrico marca Black+Decker modelo TO3250XSB, ideal para cocina doméstica.",220,1877
C01,cocina,E00248,Horno Electrico,M00248,Hamilton Beach,MD0248,31103DA,2022,"Horno Electrico marca Hamilton Beach modelo 31103DA, ideal para cocina doméstica.",220,1353
C01,cocina,E00249,Cafetera,M00249,Mr. Coffee,MD0249,12-Cup Coffee Maker,2025,"Cafetera marca Mr. Coffee modelo 12-Cup Coffee Maker, ideal para cocina doméstica.",120,1137
C01,cocina,E00250,Horno Electrico,M00250,Oster,MD0250,TSSTTVMNDG,2015,"Horno Electrico marca Oster modelo TSSTTVMNDG, ideal para cocina doméstica.",127,1917
C01,cocina,E00251,Refrigerador,M00251,Samsung,MD0251,Family Hub RF28R7551SR,2015,"Refrigerador marca Samsung modelo Family Hub RF28R7551SR, ideal para cocina doméstica.",120,234
C01,cocina,E00252,Batidora,M00252,KitchenAid,MD0252,Artisan KSM150,2022,"Batidora marca KitchenAid modelo Artisan KSM150, ideal para cocina doméstica.",220,716
C01,cocina,E00253,Batidora,M00253,Philips,MD0253,HR3741/00,2021,"Batidora marca Philips modelo HR3741/00, ideal para cocina doméstica.",127,636
C01,cocina,E00254,Microondas,M00254,LG,MD0254,NeoChef MH8265CIS,2016,"Microondas marca LG modelo NeoChef MH8265CIS, ideal para cocina doméstica.",220,1171
C01,cocina,E00255,Refrigerador,M00255,Whirlpool,MD0255,WRS325SDHZ,2016,"Refrigerador marca Whirlpool modelo WRS325SDHZ, ideal para cocina doméstica.",220,177
C01,cocina,E00256,Batidora,M00256,Cuisinart,MD0256,SM-50BK,2015,"Batidora marca Cuisinart modelo SM-50BK, ideal para cocina doméstica.",120,375
C01,cocina,E00257,Batidora,M00257,KitchenAid,MD0257,Artisan KSM150,2023,"Batidora marca KitchenAid modelo Artisan KSM150, ideal para cocina doméstica.",127,710
C01,cocina,E00258,Horno Electrico,M00258,Black+Decker,MD0258,TO3250XSB,2016,"Horno Electrico marca Black+Decker modelo TO3250XSB, ideal para cocina doméstica.",120,1011
C01,cocina,E00259,Microondas,M00259,Daewoo,MD0259,KOR-7LREM,2025,"Microondas marca Daewoo modelo KOR-7LREM, ideal para cocina doméstica.",220,968
C01,cocina,E00260,Batidora,M00260,Oster,MD0260,FPSTSMPL1,2017,"Batidora marca Oster modelo FPSTSMPL1, ideal para cocina doméstica.",220,681
C01,cocina,E00261,Horno Electrico,M00261,Cuisinart,MD0261,TOB-260N1,2015,"Horno Electrico marca Cuisinart modelo TOB-260N1, ideal para cocina doméstica.",220,1287
C01,cocina,E00262,Horno Electrico,M00262,Cuisinart,MD0262,TOB-260N1,2016,"Horno Electrico marca Cuisinart modelo TOB-260N1, ideal para cocina doméstica.",220,1696
C01,cocina,E00263,Licuadora,M00263,Nutribullet,MD0263,Pro 900,2019,"Licuadora marca Nutribullet modelo Pro 900, ideal para cocina doméstica.",120,1081
C01,cocina,E00264,Cafetera,M00264,DeLonghi,MD0264,Magnifica ESAM3300,2022,"Cafetera marca DeLonghi modelo Magnifica ESAM3300, ideal para cocina doméstica.",220,1027
C01,cocina,E00265,Licuadora,M00265,Oster,MD0265,Classic BLST4655,2024,"Licuadora marca Oster modelo Classic BLST4655, ideal para cocina doméstica.",240,782
C01,cocina,E00266,Licuadora,M00266,Oster,MD0266,Classic BLST4655,2019,"Licuadora marca Oster modelo Classic BLST4655, ideal para cocina doméstica.",127,252
C01,cocina,E00267,Horno Electrico,M00267,Cuisinart,MD0267,TOB-260N1,2015,"Horno Electrico marca Cuisinart modelo TOB-260N1, ideal para cocina doméstica.",120,2453
C01,cocina,E00268,Tostadora,M00268,Cuisinart,MD0268,CPT-180,2017,"Tostadora marca Cuisinart modelo CPT-180, ideal para cocina doméstica.",127,1493
C01,cocina,E00269,Tostadora,M00269,Breville,MD0269,BTA820XL,2023,"Tostadora marca Breville modelo BTA820XL, ideal para cocina doméstica.",120,1249
C01,cocina,E00270,Horno Electrico,M00270,Oster,MD0270,TSSTTVMNDG,2019,"Horno Electrico marca Oster modelo TSSTTVMNDG, ideal para cocina doméstica.",127,2105
C01,cocina,E00271,Horno Electrico,M00271,Cuisinart,MD0271,TOB-260N1,2020,"Horno Electrico marca Cuisinart modelo TOB-260N1, ideal para cocina doméstica.",240,1554
C01,cocina,E00272,Tostadora,M00272,Oster,MD0272,TSSTTRJB30R,2015,"Tostadora marca Oster modelo TSSTTRJB30R, ideal para cocina doméstica.",120,1113
C01,cocina,E00273,Horno Electrico,M00273,Cuisinart,MD0273,TOB-260N1,2025,"Horno Electrico marca Cuisinart modelo TOB-260N1, ideal para cocina doméstica.",240,1517
C01,cocina,E00274,Licuadora,M00274,Hamilton Beach,MD0274,Power Elite 58148A,2018,"Licuadora marca Hamilton Beach modelo Power Elite 58148A, ideal para cocina doméstica.",220,864
C01,cocina,E00275,Refrigerador,M00275,LG,MD0275,InstaView Door-in-Door,2025,"Refrigerador marca LG modelo InstaView Door-in-Door, ideal para cocina doméstica.",120,257
C01,cocina,E00276,Cafetera,M00276,Mr. Coffee,MD0276,12-Cup Coffee Maker,2016,"Cafetera marca Mr. Coffee modelo 12-Cup Coffee Maker, ideal para cocina doméstica.",120,1367
C01,cocina,E00277,Microondas,M00277,Daewoo,MD0277,KOR-7LREM,2016,"Microondas marca Daewoo modelo KOR-7LREM, ideal para cocina doméstica.",127,1046
C01,cocina,E00278,Refrigerador,M00278,Bosch,MD0278,Serie 6 KGN36XI3P,2024,"Refrigerador marca Bosch modelo Serie 6 KGN36XI3P, ideal para cocina doméstica.",120,327
C01,cocina,E00279,Cafetera,M00279,Nespresso,MD0279,VertuoPlus,2019,"Cafetera marca Nespresso modelo VertuoPlus, ideal para cocina doméstica.",120,889
C01,cocina,E00280,Microondas,M00280,Daewoo,MD0280,KOR-7LREM,2019,"Microondas marca Daewoo modelo KOR-7LREM, ideal para cocina doméstica.",127,1139
C01,cocina,E00281,Licuadora,M00281,Hamilton Beach,MD0281,Power Elite 58148A,2016,"Licuadora marca Hamilton Beach modelo Power Elite 58148A, ideal para cocina doméstica.",120,1128
C01,cocina,E00282,Licuadora,M00282,Philips,MD0282,HR3652/00 Avance,2016,"Licuadora marca Philips modelo HR3652/00 Avance, ideal para cocina doméstica.",220,1134
C01,cocina,E00283,Licuadora,M00283,Nutribullet,MD0283,Pro 900,2019,"Licuadora marca Nutribullet modelo Pro 900, ideal para cocina doméstica.",120,305
C01,cocina,E00284,Cafetera,M00284,Mr. Coffee,MD0284,12-Cup Coffee Maker,2020,"Cafetera marca Mr. Coffee modelo 12-Cup Coffee Maker, ideal para cocina doméstica.",220,686
C01,cocina,E00285,Horno Electrico,M00285,Breville,MD0285,BOV800XL,2021,"Horno Electrico marca Breville modelo BOV800XL, ideal para cocina doméstica.",220,2051
C01,cocina,E00286,Refrigerador,M00286,Bosch,MD0286,Serie 6 KGN36XI3P,2025,"Refrigerador marca Bosch modelo Serie 6 KGN36XI3P, ideal para cocina doméstica.",220,131
C01,cocina,E00287,Cafetera,M00287,Hamilton Beach,MD0287,FlexBrew 49976,2018,"Cafetera marca Hamilton Beach modelo FlexBrew 49976, ideal para cocina doméstica.",127,1020
C01,cocina,E00288,Licuadora,M00288,Oster,MD0288,Classic BLST4655,2016,"Licuadora marca Oster modelo Classic BLST4655, ideal para cocina doméstica.",120,245
C01,cocina,E00289,Refrigerador,M00289,Mabe,MD0289,RME360FYCU,2022,"Refrigerador marca Mabe modelo RME360FYCU, ideal para cocina doméstica.",240,217
C01,cocina,E00290,Tostadora,M00290,Breville,MD0290,BTA820XL,2022,"Tostadora marca Breville modelo BTA820XL, ideal para cocina doméstica.",240,987
C01,cocina,E00291,Batidora,M00291,Oster,MD0291,FPSTSMPL1,2024,"Batidora marca Oster modelo FPSTSMPL1, ideal para cocina doméstica.",120,231
C01,cocina,E00292,Licuadora,M00292,Black+Decker,MD0292,Crush Master BL2010BP,2022,"Licuadora marca Black+Decker modelo Crush Master BL2010BP, ideal para cocina doméstica.",220,710
C01,cocina,E00293,Licuadora,M00293,Black+Decker,MD0293,Crush Master BL2010BP,2021,"Licuadora marca Black+Decker modelo Crush Master BL2010BP, ideal para cocina doméstica.",127,674
C01,cocina,E00294,Cafetera,M00294,Hamilton Beach,MD0294,FlexBrew 49976,2018,"Cafetera marca Hamilton Beach modelo FlexBrew 49976, ideal para cocina doméstica.",127,828
C01,cocina,E00295,Horno Electrico,M00295,Oster,MD0295,TSSTTVMNDG,2015,"Horno Electrico marca Oster modelo TSSTTVMNDG, ideal para cocina doméstica.",240,2040
C01,cocina,E00296,Microondas,M00296,Panasonic,MD0296,NN-SN966S,2015,"Microondas marca Panasonic modelo NN-SN966S, ideal para cocina doméstica.",240,1135
C01,cocina,E00297,Cafetera,M00297,Hamilton Beach,MD0297,FlexBrew 49976,2016,"Cafetera marca Hamilton Beach modelo FlexBrew 49976, ideal para cocina doméstica.",127,936
C01,cocina,E00298,Horno Electrico,M00298,Oster,MD0298,TSSTTVMNDG,2023,"Horno Electrico marca Oster modelo TSSTTVMNDG, ideal para cocina doméstica.",127,1842
C01,cocina,E00299,Microondas,M00299,Whirlpool,MD0299,WMH31017HS,2015,"Microondas marca Whirlpool modelo WMH31017HS, ideal para cocina doméstica.",120,817
C01,cocina,E00300,Refrigerador,M00300,Samsung,MD0300,Family Hub RF28R7551SR,2021,"Refrigerador marca Samsung modelo Family Hub RF28R7551SR, ideal para cocina doméstica.",127,139
C01,cocina,E00301,Refrigerador,M00301,Samsung,MD0301,Family Hub RF28R7551SR,2015,"Refrigerador marca Samsung modelo Family Hub RF28R7551SR, ideal para cocina doméstica.",220,149
C01,cocina,E00302,Cafetera,M00302,DeLonghi,MD0302,Magnifica ESAM3300,2023,"Cafetera marca DeLonghi modelo Magnifica ESAM3300, ideal para cocina doméstica.",220,891
C01,cocina,E00303,Cafetera,M00303,Mr. Coffee,MD0303,12-Cup Coffee Maker,2020,"Cafetera marca Mr. Coffee modelo 12-Cup Coffee Maker, ideal para cocina doméstica.",120,1249
C01,cocina,E00304,Batidora,M00304,Cuisinart,MD0304,SM-50BK,2015,"Batidora marca Cuisinart modelo SM-50BK, ideal para cocina doméstica.",120,613
C01,cocina,E00305,Licuadora,M00305,Nutribullet,MD0305,Pro 900,2022,"Licuadora marca Nutribullet modelo Pro 900, ideal para cocina doméstica.",120,1142
C01,cocina,E00306,Refrigerador,M00306,LG,MD0306,InstaView Door-in-Door,2015,"Refrigerador marca LG modelo InstaView Door-in-Door, ideal para cocina doméstica.",220,119
C01,cocina,E00307,Batidora,M00307,Cuisinart,MD0307,SM-50BK,2016,"Batidora marca Cuisinart modelo SM-50BK, ideal para cocina doméstica.",220,408
C01,cocina,E00308,Horno Electrico,M00308,Hamilton Beach,MD0308,31103DA,2018,"Horno Electrico marca Hamilton Beach modelo 31103DA, ideal para cocina doméstica.",220,1660
C01,cocina,E00309,Tostadora,M00309,Cuisinart,MD0309,CPT-180,2019,"Tostadora marca Cuisinart modelo CPT-180, ideal para cocina doméstica.",120,1034
C01,cocina,E00310,Cafetera,M00310,Keurig,MD0310,K-Elite,2018,"Cafetera marca Keurig modelo K-Elite, ideal para cocina doméstica.",127,928
C01,cocina,E00311,Cafetera,M00311,Hamilton Beach,MD0311,FlexBrew 49976,2024,"Cafetera marca Hamilton Beach modelo FlexBrew 49976, ideal para cocina doméstica.",120,635
C01,cocina,E00312,Cafetera,M00312,Nespresso,MD0312,VertuoPlus,2024,"Cafetera marca Nespresso modelo VertuoPlus, ideal para cocina doméstica.",127,1312
C01,cocina,E00313,Licuadora,M00313,Oster,MD0313,Classic BLST4655,2016,"Licuadora marca Oster modelo Classic BLST4655, ideal para cocina doméstica.",220,692
C01,cocina,E00314,Microondas,M00314,LG,MD0314,NeoChef MH8265CIS,2015,"Microondas marca LG modelo NeoChef MH8265CIS, ideal para cocina doméstica.",120,1062
C01,cocina,E00315,Microondas,M00315,Whirlpool,MD0315,WMH31017HS,2024,"Microondas marca Whirlpool modelo WMH31017HS, ideal para cocina doméstica.",120,711
